Report.ID,Event.ID,Anonymous.at.point.of.interview,Location,Year,Year.for.analysis,EncounterMonthNumeric,TimeSI,Report.Year.for.analysis,BSSTranslated,AllDistNADpriority,Duration,SeenLengthSI,Handedness
4246,E3924,Y,NK,1959,1959,7,NA,NA,NA,NA,NA,NA,2nd
4248,E3926,N,NK,1959,1959,8,NA,1961,NA,NA,NA,NA,2nd
4249,E3927,Y,Shore,1960,1960,NA,NA,1960,NA,NA,NA,NA,2nd
4250,E3928,N,Shore,1962,1962,NA,NA,1976,NA,NA,NA,NA,2nd
4252,E3929,N,NK,1963,1963,6,NA,NA,0,1207.008,15,NA,2nd
4253,E3930,Y,NK,1963,1963,6,NA,1964,NA,NA,NA,NA,2nd
4254,E3931,Y,NK,1963,1963,6,NA,1964,NA,NA,NA,NA,2nd
4256,E3933,N,Shore,1963,1963,8,NA,1963,NA,NA,5,NA,2nd
4257,E3934,N,Shore,1963,1963,8,NA,1963,0,NA,NA,NA,1st
4258,E3935,N,NK,1964,1964,3,NA,NA,NA,NA,NA,NA,2nd
4259,E3936,N,NK,1965,1965,9,NA,1968,NA,NA,NA,NA,2nd
4260,E3937,N,NK,1966,1966,9,NA,1976,NA,NA,10,NA,1st
4261,E3938,N,Shore,2009,2009,6,15.5,NA,NA,NA,NA,NA,2nd
4263,E3940,Y,NK,2011,2011,NA,NA,2011,NA,NA,NA,NA,2nd
4264,E3941,N,Boat,2011,2011,9,NA,2011,NA,NA,NA,NA,2nd
4266,E3943,Y,Shore,2011,2011,5,NA,2011,NA,NA,NA,NA,1st
4267,E3944,N,Shore,2011,2011,6,NA,2011,NA,NA,4.5,NA,2nd
4268,E3945,N,Shore,2011,2011,7,NA,2011,NA,228.6,NA,NA,2nd
4269,E3946,N,Shore,2011,2011,7,NA,2011,NA,NA,NA,NA,1st
4270,E3947,N,NK,2011,2011,9,NA,2011,NA,NA,NA,NA,1st
4487,E3949,N,Shore,2001,2001,11,14,NA,NA,NA,1.5,NA,1st
4273,E3950,N,Boat,2003,2003,5,NA,2011,NA,NA,NA,NA,2nd
4275,E3952,Y,NK,2003,2003,6,NA,2003,NA,NA,NA,NA,2nd
4277,E3954,N,NK,2005,2005,8,16,2005,NA,150,NA,NA,2nd
4278,E3955,N,Shore,2005,2005,8,18,2005,NA,NA,NA,NA,1st
4280,E3957,N,Boat,2006,2006,8,NA,NA,NA,NA,0.091666667,NA,2nd
4281,E3958,N,Shore,2006,2006,1,NA,NA,NA,NA,4,NA,2nd
4282,E3959,N,Boat,2001,2001,5,NA,2001,NA,137.16,NA,NA,2nd
4283,E3960,N,Shore,2000,2000,8,13,2000,3,3218.68,3,NA,1st
4284,E3961,N,Shore,1996,1996,6,NA,NA,NA,NA,4.5,NA,2nd
4287,E3964,N,Shore,1937,1937,2,11.83,1937,0,NA,5,NA,2nd
4288,E3965,N,NK,1934?,1934,NA,NA,1936,NA,NA,NA,NA,2nd
4289,E3966,N,Shore,1938,1938,2,NA,1938,NA,NA,6,NA,1st
4290,E3967,N,NK,1968,1968,5,NA,1968,NA,NA,NA,NA,2nd
4291,E3968,N,NK,1968,1968,7,NA,1968,NA,NA,NA,NA,2nd
4292,E3969,N,Shore,1968,1968,7,13.5,1973,NA,NA,NA,NA,2nd
4293,E3970,N,NK,1970,1970,9,NA,1976,NA,9.144,1,NA,1st
4294,E3971,N,NK,1971,1971,5,NA,1976,NA,NA,NA,6.096,1st
4296,E3972,Y,NK,1977,1977,11,NA,1977,NA,NA,15,NA,2nd
4298,E3974,N,NK,1979,1979,NA,NA,1979,NA,NA,NA,NA,2nd
4299,E3975,N,NK,1979,1979,NA,NA,1972,NA,NA,NA,NA,2nd
4930,E3976,N,Shore,1981,1981,8,NA,1981,NA,NA,NA,NA,1st
4301,E3977,N,Shore,1981,1981,9,NA,1981,NA,804.672,NA,NA,2nd
4302,E3978,N,Shore,1982,1982,7,NA,1982,NA,NA,NA,NA,2nd
4314,E3987,N,NK,1968,1968,5,NA,1973,NA,NA,30,NA,1st
4324,E3993,N,Boat,1946,1946,NA,NA,NA,NA,NA,NA,NA,2nd
4327,E3994,N,Shore,1959,1959,7,NA,1959,NA,NA,NA,NA,2nd
4330,E3996,N,NK,1960,1960,NA,NA,1963,NA,NA,NA,NA,2nd
4331,E3997,N,Shore,1963,1963,8,NA,1963,0,137.16,NA,6.096,2nd
4333,E3999,N,Shore,1935,1935,8,7.5,1935,NA,45.72,10,10.9728,1st
4334,E4000,N,Shore,1935,1935,8,8,1935,NA,NA,10,NA,1st
4338,E4001,N,Boat,1947,1947,7,NA,1947,NA,274.32,NA,NA,2nd
4346,E4005,N,Shore,1937,1937,6,NA,1937,NA,NA,2.5,NA,2nd
4349,E4007,Y,Boat,2013,2013,4,NA,2013,NA,NA,NA,NA,2nd
4351,E4009,N,Shore,1934,1934,5,NA,1977,0,205.74,NA,NA,1st
4352,E4010,Y,Shore,Before 1977,1976,NA,NA,1977,NA,NA,NA,NA,2nd
4353,E4011,N,Shore,1976,1976,4,NA,1977,NA,NA,NA,NA,2nd
4354,E4012,N,Boat,1917,1917,NA,NA,1977,NA,NA,0.016666667,NA,1st
4356,E4013,N,Boat,1976,1976,NA,NA,1977,NA,NA,NA,NA,1st
4357,E4014,N,Shore,1970,1970,7,NA,2000,0,NA,NA,NA,1st
4358,E4608.5,N,Shore,1969,1969,6,NA,1975,NA,1609.344,NA,NA,2nd
4359,E4015,N,Shore,1968,1968,11,NA,1975,NA,NA,10,NA,2nd
4360,E4016,N,Shore,1968,1968,7,19,1975,NA,NA,10,NA,2nd
4364,E4020,N,NK,2000,2000,9,NA,2001,NA,NA,NA,NA,2nd
4365,E4021,Y,NK,2000,2000,8,NA,2001,NA,NA,NA,NA,2nd
4366,E4022,Y,Shore,2001,2001,11,NA,2002,NA,NA,1.5,NA,2nd
4367,E4023,Y,NK,2001,2001,8,NA,2002,NA,NA,0.058333333,NA,2nd
4368,E4024,N,Shore,2001,2001,8,21,2001,NA,4828.032,0.083333333,NA,2nd
4375,E4028,N,Shore,1966,1966,6,NA,1966,NA,182.88,NA,NA,2nd
4376,E4029,N,Shore,Summer before 1935,1934,NA,NA,1935,NA,NA,NA,NA,2nd
4377,E4030,N,Boat,1927,1927,NA,NA,1935,NA,NA,NA,NA,2nd
4378,E4031,N,Shore,1934,1934,9,10.5,1935,NA,NA,6,NA,1st
4385,E4033,N,Shore,1952,1952,2,NA,1952,0,NA,NA,NA,2nd
4387,E4034.1,Y,Shore,1975,1975,NA,NA,1975,0,NA,NA,NA,1st
4390,E4034,N,Shore,1938,1938,1,NA,1938,NA,NA,NA,12.192,2nd
4393.1,E4035.1,N,NK,1960,1960,NA,NA,1963,NA,NA,NA,NA,2nd
4394,E4035.2,N,Shore,c.1919,1919,NA,18,1933,NA,NA,1,NA,1st
4396,E2387.1,N,NK,1952,1952,4,NA,1954,NA,NA,NA,NA,2nd
4399,E4036.1,Y,NK,1933,1933,9,NA,1933,NA,NA,NA,NA,2nd
4409,E4037,Y,NK,Someyears before 1930,1925,NA,NA,1930,NA,NA,NA,NA,2nd
4411,E4038,Y,Shore,1933,1933,11,NA,1933,NA,NA,NA,NA,2nd
4412,E4039,Y,NK,1933,1933,11,NA,1933,NA,NA,NA,NA,2nd
4413,E4040,Y,NK,before 1933,1932,NA,NA,1933,NA,NA,NA,NA,2nd
4415,E4042,N,NK,1934,1934,1,NA,1934,3,640.08,NA,4.8768,2nd
4433,E4044,Y,NK,1946,1946,7,NA,1946,NA,NA,5,NA,2nd
4466,E4045,N,Shore,1937,1937,11,NA,1937,0,45.72,NA,NA,2nd
4468,E2167.1,N,Boat,1938,1938,8,16.67,1938,NA,804.672,NA,NA,2nd
4474,E4046,N,Shore,1937,1937,8,NA,1937,NA,NA,30,NA,2nd
4476,E4048,N,NK,2012,2012,8,NA,NA,NA,NA,NA,NA,2nd
4478,E4050,N,NK,2008,2008,2,11.5,NA,4,NA,12.5,NA,1st
4479,E4051,N,NK,2005,2005,9,NA,NA,NA,NA,NA,NA,2nd
4480,E4052,N,NK,2005,2005,8,8.5,NA,NA,NA,10,NA,1st
4481,E4053,Y,Shore,2004,2004,4,10,NA,NA,76.2,5,NA,2nd
4482,E4054,Y,Webcam,2004,2004,2,NA,NA,NA,NA,NA,NA,2nd
4483,E4055,N,NK,2002,2002,8,NA,NA,NA,NA,0.291666667,NA,1st
4485,E4057,N,NK,2002,2002,4,15.5,NA,NA,NA,0.125,NA,1st
4486,E4058,Y,NK,2002,2002,2,NA,2002,NA,NA,NA,NA,2nd
4490,E4062,N,NK,2000,2000,9,NA,2000,NA,NA,NA,NA,2nd
4492,E4064,N,NK,2000,2000,6,13,2000,NA,NA,NA,NA,2nd
4494,E4066,N,NK,2000,2000,5,10.5,2000,NA,NA,NA,NA,2nd
4495,E4067,N,NK,2000,2000,2,NA,2000,NA,804.672,NA,NA,2nd
4497,E4069,N,NK,2000,2000,1,NA,2000,NA,NA,NA,4.572,2nd
4498,E4070,N,NK,2000,2000,1,NA,2000,NA,804.672,NA,NA,2nd
4500,E4072,Y,NK,1999,1999,9,11.5,2000,NA,NA,NA,0.9144,2nd
4501,E4073,Y,NK,1999,1999,7,9,2000,NA,NA,20,NA,2nd
4502,E4074,Y,NK,1999,1999,3,NA,1999,NA,182.88,NA,NA,2nd
4505,E4077,Y,NK,1998,1998,10,NA,2014,NA,NA,NA,NA,2nd
4506,E4078,N,NK,1998,1998,10,NA,1998,NA,NA,NA,NA,2nd
4507,E4079,N,NK,1998,1998,9,NA,1998,NA,NA,NA,NA,2nd
4508,E4080,N,Boat,1998,1998,9,14.5,1998,0,NA,0.333333333,NA,2nd
4509,E4081,N,NK,1998,1998,7,NA,1998,NA,NA,NA,NA,2nd
4513,E4085,N,Shore,1998,1998,10,11,1998,NA,NA,NA,NA,1st
4514,E4086,N,Shore,1998,1998,5,8.92,NA,NA,NA,NA,NA,1st
4515,E4087,N,NK,1997,1997,10,9.67,1998,NA,NA,0.133333333,NA,1st
4516,E4088,N,NK,1997,1997,8,NA,1997,NA,NA,NA,NA,2nd
4520,E4092,N,NK,1997,1997,6,NA,1997,NA,NA,NA,NA,2nd
4521,E4093,N,NK,1997,1997,6,NA,1997,NA,NA,NA,NA,2nd
4522,E4094,N,NK,1997,1997,5,10,2003,NA,NA,NA,NA,2nd
4523,E4095,N,Shore,1997,1997,3,NA,1997,NA,NA,NA,NA,2nd
4524,E4096,N,NK,1997,1997,3,NA,1997,NA,NA,NA,NA,2nd
4532,E4104,N,NK,1996,1996,4,NA,1996,NA,NA,NA,NA,2nd
4533,E4105,N,NK,1996,1996,5,NA,1996,NA,NA,NA,NA,2nd
4536,E4108,N,NK,1996,1996,7,NA,1997,NA,NA,NA,NA,2nd
4537,E4109,N,NK,1996,1996,7,NA,1996,NA,NA,NA,NA,2nd
4539,E4111,N,NK,1996,1996,8,NA,NA,NA,2414.016,NA,NA,1st
4540,E4112,N,NK,1996,1996,8,NA,NA,NA,NA,NA,NA,2nd
4801,E4113,N,Shore,1996,1996,8,16,1996,1,NA,4,NA,1st
4542,E4114,N,NK,1996,1996,8,NA,NA,NA,NA,NA,NA,2nd
4543,E4115,N,NK,1996,1996,8,NA,1996,NA,NA,NA,NA,1st
4544,E4116,Y,NK,1996,1996,9,NA,NA,NA,NA,NA,NA,2nd
4545,E4117,N,Boat,1998,1998,6,20.5,1998,NA,54.864,0.5,NA,1st
4548,E4120,N,NK,2014,2014,5,9.92,2014,2,1200,15,NA,1st
4552,E4121,N,NK,1933,1933,9,9.5,1933,0,NA,NA,NA,2nd
4553,E4122,N,NK,1933,1933,9,NA,1933,NA,NA,NA,NA,2nd
4554,E4123,N,NK,1933,1933,9,NA,1933,NA,NA,NA,NA,2nd
4555,E4124,N,Shore,1933,1933,9,NA,1933,NA,NA,NA,NA,2nd
4556,E4125,N,NK,1933,1933,9,NA,1933,NA,NA,NA,NA,2nd
4562,E4126,N,NK,1933,1933,7,8,1933,0,804.672,NA,NA,2nd
4564,E4127,N,NK,1933,1933,11,NA,1933,NA,NA,NA,NA,2nd
4569,E4129,Y,Shore,1933,1933,7,NA,1933,NA,NA,NA,NA,2nd
4570,E4130,N,Shore,1913,1913,NA,NA,1933,NA,NA,NA,NA,2nd
4572,E4132,Y,NK,1933,1933,7,NA,1933,NA,NA,NA,NA,2nd
4588,E4142,N,Shore,2014,2014,11,NA,2014,3,175,2,NA,1st
4592,E4146,N,Boat,1982,1982,NA,NA,2007,NA,NA,NA,NA,1st
3954.1,E3642.1,N,NK,1976,1976,8,NA,1976,NA,NA,10,NA,2nd
4599,E4149,Y,NK,1954,1954,7,NA,NA,NA,NA,NA,NA,2nd
4600,E4150,Y,Shore,1959,1959,6,NA,NA,NA,NA,NA,NA,2nd
4601,E4151,Y,Shore,1960,1960,11,NA,NA,NA,NA,NA,NA,2nd
4602,E4152,Y,Shore,1960,1960,12,NA,NA,NA,NA,NA,NA,2nd
4603,E4153,Y,Shore,1960,1960,12,NA,NA,NA,NA,NA,NA,2nd
4614,E4163,N,Shore,1972,1972,9,14.67,1972,1,166.878,1,NA,1st
4615,E4164,N,Shore,1972,1972,9,NA,1972,NA,182.88,2,NA,1st
4616,E4165,N,Shore,1971?,1971,9,NA,1971,0,NA,1,NA,1st
4617,E4166,N,Boat,1971,1971,8,11.58,1971,1,457.2,2.5,1.3716,1st
4621,E4167,N,Shore,1966,1966,9,NA,1966,1,402.336,0.166666667,NA,2nd
4647,E4185,N,Boat,1962,1962,6,11.08,1962,NA,15.24,5,NA,2nd
4648,E4186,N,NK,1962,1962,6,11.7,1962,NA,18.288,4,NA,2nd
4653,E4191,N,NK,1944,1944,NA,NA,1947,NA,NA,NA,NA,2nd
4658,E4195,Y,Shore,1933,1933,5,NA,1933,NA,402.336,NA,NA,2nd
4669,E4202,N,Shore,1963,1963,7,19.5,1963,NA,NA,NA,NA,1st
4682,E4212,N,Shore,1990,1990,9,NA,1998,NA,NA,1.5,NA,1st
4684,E4213,N,Shore,c. 1953,1953,NA,NA,1998,NA,NA,NA,NA,1st
4694,E4220,N,NK,1930?,1930,NA,NA,1933,NA,NA,NA,NA,2nd
4700,E4223,N,NK,Before or in 1991,1991,NA,NA,1991,NA,NA,8,NA,1st
4701,E4224,N,NK,Before or in 1987,1987,NA,NA,1991,0,NA,NA,NA,1st
4702,E4225,N,Shore,Before or in 1991,1991,NA,NA,1991,0,NA,1.25,NA,1st
4703,E4226,N,Shore,1935,1935,NA,NA,1991,NA,NA,NA,NA,1st
4715,E4232,N,Shore,1934,1934,7,NA,NA,NA,NA,NA,NA,2nd
4719,E4233,N,Shore,1970,1970,NA,NA,1998,NA,NA,NA,NA,1st
4722,E4235,N,Shore,1981,1981,NA,NA,NA,NA,NA,NA,NA,2nd
4723,E4236,N,Shore,1991,1991,4,11,NA,0,NA,0.5,NA,1st
4724,E4237,N,Shore,1980s,1985,NA,0.25,NA,NA,NA,NA,NA,1st
4726,E4238,N,Shore,1986,1986,NA,NA,1987,NA,NA,NA,NA,1st
4727,E4239,N,Shore,1940s,1945,NA,NA,1987,NA,NA,NA,NA,1st
4733,E4242,N,NK,1984,1984,7,13.78,1984,NA,NA,NA,NA,2nd
4745,E3559,N,Shore,1958,1958,7,NA,1958,NA,NA,NA,NA,1st
4746,E4249,N,Shore,1980s,1985,NA,NA,1985,NA,NA,NA,NA,2nd
4748,E4250,N,Shore,1938,1938,NA,NA,NA,NA,NA,NA,NA,2nd
4750,E4251,N,Shore,1991,1991,6,15.5,NA,0,NA,3,NA,2nd
4751,E4252,N,Boat,1991,1991,10,11.33,1991,0,10.9728,NA,NA,1st
4754,E4254,N,Shore,1991,1991,5,NA,1991,6,NA,NA,0.762,1st
4756,E4256,N,Shore,1988,1988,7,NA,1989,NA,NA,5,NA,1st
4757,E4257,N,Shore,1965ish,1965,NA,8.33,1985,0,12.192,5,NA,1st
4758,E4258,N,Shore,1996,1996,8,16.55,1996,0,NA,NA,NA,1st
4759,E4259,N,Shore,1989,1989,5,9.17,NA,NA,NA,NA,NA,2nd
4760,E4260,N,Boat,1980s or 1990s,1990,NA,11.5,NA,NA,NA,NA,NA,1st
4762,E4261,N,Shore,1989,1989,8,NA,1989,NA,NA,NA,NA,1st
4764,E4263,N,NK,1995,1995,8,NA,1996,NA,NA,NA,7.5,1st
4765,E4264,N,Shore,1995,1995,4,12.25,NA,NA,150.876,0.666666667,NA,1st
4766,E4265,N,Shore,1995,1995,7,12.42,1995,0,NA,NA,NA,1st
4768,E4267,N,Shore,1995,1995,10,16.5,1995,0,304.8,NA,NA,1st
4769,E4268,N,Shore,1995,1995,3,11,1995,NA,NA,NA,NA,2nd
4771,E4270,N,Shore,1964,1964,NA,NA,1994,NA,NA,NA,NA,1st
4772,E4271,N,Shore,1994,1994,10,NA,1994,NA,NA,NA,NA,1st
4773,E4272,N,Shore,1994,1994,9,8.58,NA,0,38.1,7.5,NA,1st
4774,E4273,N,Shore,1991,1991,8,13.5,1991,3,57.15,NA,0.9144,1st
4775,E4274,N,Shore,1989,1989,3,11.5,1993,0,NA,3,NA,2nd
4777,E4276,N,Boat,1992,1992,12,NA,1992,NA,38.1,0.208333333,NA,1st
4780,E4277,N,Shore,1992,1992,6,17,NA,0,50,0.166666667,NA,1st
4781,E4278,Y,Shore,1954,1954,NA,NA,1982,0,NA,25,NA,2nd
4782,E4279,N,Boat,1992,1992,6,18,NA,NA,NA,1,NA,2nd
4783,E4280,N,Shore,1993,1993,7,17.25,1993,NA,NA,NA,NA,1st
4786,E4281,N,Shore,1934,1934,9,NA,NA,NA,NA,NA,NA,1st
4787,E4282,N,Shore,1935-1937 probably,1936,NA,NA,NA,NA,NA,NA,NA,1st
4789,E4284,N,Shore,1985,1985,8,13.42,1985,0,3218.688,3.5,NA,1st
4790,E4285,N,Boat,1985,1985,8,17.5,NA,0,NA,NA,NA,1st
4791,E4286,N,Boat,1980s or 1990s,1990,7,10.45,NA,NA,NA,NA,NA,1st
4792,E4287,N,Shore,1985,1985,8,11,1986,NA,NA,50,NA,1st
4793,E4288,N,NK,1987,1987,9,15.83,1985,1,NA,2,NA,2nd
4794,E4289,N,Shore,2000,2000,8,NA,NA,1,NA,10,NA,1st
4795,E4290,N,Shore,2005,2005,7,8.42,NA,0,27.432,20,NA,1st
4798,E4291,N,Shore,1987,1987,8,7,2004,NA,NA,NA,NA,1st
4799,E4292,N,Shore,1987,1987,8,NA,2004,NA,NA,NA,NA,1st
4800,E4293,N,NK,2004,2004,10,16.58,2004,0,NA,NA,NA,1st
4805,E4294,N,Shore,1983?,1983,NA,16.75,NA,NA,NA,NA,NA,2nd
4807,E4296,N,NK,1976,1976,NA,NA,1983,NA,NA,5,2.7432,1st
4808,E4297,N,NK,1980/1981,1980,NA,NA,NA,NA,NA,NA,NA,2nd
4809,E4298,N,Shore,1982,1982,7,16.21,1982,1,365.76,NA,7.62,1st
4810,E4299,N,Shore,1930,1930,9,8.5,NA,NA,NA,NA,NA,1st
4811,E4300,N,Shore,1976,1976,12,NA,1977,NA,NA,NA,NA,2nd
4814,E4301,N,Shore,1993,1993,8,9.12,1993,NA,NA,15,NA,1st
4815,E4302,Y,Shore,1979,1979,8,11.25,1995,NA,121.92,4,NA,1st
4816,E4303,N,Boat,1986,1986,7,22.25,1986,NA,182.88,2.5,9.144,1st
4818,E4304,N,Boat,1986,1986,6,NA,1986,0,NA,NA,10.668,1st
4819,E4305,N,NK,1986,1986,8,16.25,NA,0,NA,NA,NA,2nd
4821,E4306,Y,Shore,1995,1995,10,4.5,NA,NA,304.8,NA,NA,1st
4822,E4307,N,Shore,1991,1991,8,22,NA,0,68.58,10,NA,1st
4825,E4308,N,NK,1980s,1985,7,NA,NA,NA,NA,NA,NA,2nd
4826,E4309,N,NK,1980s,1985,7,NA,NA,NA,NA,NA,NA,2nd
4844,E4326,N,Shore,1977,1977,4,20.83,1977,0,NA,0.15,9.144,2nd
4845,E4327,N,Shore,1978,1978,3,10.75,1978,NA,457.2,0.166666667,9.144,2nd
4846,E4328,N,Boat,1978,1978,4,12,1978,NA,274.32,0.166666667,13.716,2nd
4846,E4329,N,Boat,1978,1978,5,11.75,1978,NA,182.88,0.108333333,NA,2nd
4847,E4330,N,Boat,1978,1978,6,11.75,1978,NA,274.32,0.058333333,NA,1st
4848,E4331,N,Boat,1978,1978,6,14.58,1978,NA,91.44,0.108333333,NA,2nd
4849,E4332,N,Shore,1978,1978,7,16.25,1978,NA,NA,NA,4.2672,2nd
4850,E4333,N,Shore,1978,1978,7,NA,1978,NA,NA,NA,NA,2nd
4851,E4334,N,Shore,1978,1978,7,9.5,1978,NA,182.88,0.083333333,NA,2nd
4852,E4335,N,Shore,1978,1978,8,20,1978,NA,365.76,NA,6.096,2nd
4853,E4336,N,Shore,1978,1978,8,9.33,1978,NA,182.88,0.091666667,3.9624,2nd
4854,E4337,N,Shore,1978,1978,9,5.83,1978,0,91.44,0.058333333,NA,2nd
4855,E4338,N,Shore,1978,1978,10,10.67,1978,1,182.88,0.058333333,NA,2nd
4856,E4339,N,Shore,1979,1979,1,13.25,1979,1,200,0.058333333,NA,2nd
4857,E4340,N,Boat,1979,1979,2,11.83,1979,1,1609.344,NA,NA,1st
4858,E4341,Y,Boat,1979,1979,3,15.83,1979,3,137.16,NA,NA,2nd
4859,E4342,N,Shore,1979,1979,3,14.5,1979,1,NA,0.125,4.2672,2nd
4860,E4343,N,Boat,1979,1979,4,10.5,1979,NA,137.16,0.166666667,NA,2nd
4861,E4344,N,Boat,1979,1979,4,10.5,1979,NA,365.76,0.158333333,4.2672,2nd
4862,E4345,N,Boat,1979,1979,4,10.5,1979,NA,NA,0.166666667,4.7244,2nd
4863,E4346,N,Shore,1979,1979,6,11.83,1979,0,137.16,0.116666667,NA,2nd
4864,E4347,N,NK,1979,1979,6,15.75,1979,NA,NA,0.1,4.8768,2nd
4865,E4348,N,NK,1979,1979,7,10.33,1979,NA,182.88,0.133333333,NA,2nd
4866,E4349,N,Shore,1979,1979,7,NA,1979,0,NA,0.083333333,NA,2nd
4867,E4350,N,Shore,1979,1979,7,22.25,1979,NA,182.88,0.15,7.62,2nd
4868,E4351,N,Shore,1979,1979,8,9.75,1979,3,91.44,0.066666667,NA,2nd
4869,E4352,N,Shore,1979,1979,8,18.33,1979,NA,274.32,0.125,4.8768,2nd
4870,E4353,N,Boat,1979,1979,9,13.25,1979,NA,NA,0.1,NA,2nd
4871,E4354,N,Shore,1979,1979,9,13.25,1979,NA,457.2,NA,NA,2nd
4872,E4355,N,Shore,1979,1979,11,11.83,1979,0,NA,0.116666667,NA,2nd
4873,E4356,N,Shore,1980,1980,1,14.5,1980,0,182.88,NA,4.572,2nd
4874,E4357,N,NK,1980,1980,2,11.83,1980,0,NA,0.1,NA,2nd
4875,E4358,N,NK,1980,1980,2,15,1980,NA,274.32,0.141666667,NA,2nd
4876,E4359,N,Shore,1980,1980,2,13.33,1980,0,274.32,0.141666667,3.9624,2nd
4877,E4360,N,Boat,1980,1980,3,8.25,1980,0,274.32,0.066666667,NA,1st
4878,E4361,N,Shore,1980,1980,3,NA,1980,0,228.6,0.133333333,NA,2nd
4879,E4362,N,Boat,1980,1980,4,9.33,1980,NA,274.32,NA,NA,2nd
4880,E4363,N,Boat,1980,1980,4,8,1980,0,274.32,NA,NA,2nd
4881,E4364,N,Shore,1980,1980,5,NA,1980,NA,NA,0.066666667,NA,1st
4882,E4365,N,Shore,1980,1980,5,15.33,1980,NA,182.88,NA,NA,2nd
4883,E4366,N,Boat,1980,1980,5,19.25,1980,NA,NA,0.083333333,NA,2nd
4884,E4367,N,Shore,1980,1980,8,NA,1980,NA,NA,NA,NA,2nd
4885,E4368,Y,Shore,1980,1980,8,NA,1980,NA,NA,NA,NA,2nd
4886,E4369,N,Shore,1980,1980,9,13.25,1980,0,91.44,NA,NA,2nd
4887,E4370,N,Shore,1980,1980,11,NA,1980,0,274.32,NA,NA,1st
4888,E4371,N,Shore,1981,1981,1,11.75,1981,1,NA,0.083333333,4.2672,2nd
4889,E4372,N,Shore,1981,1981,2,10.33,1981,3,73.152,NA,NA,2nd
4890,E4373,N,NK,1981,1981,4,13.25,1981,0,NA,0.116666667,NA,2nd
4891,E4374,N,Shore,1981,1981,4,15.75,1981,3,NA,0.133333333,NA,2nd
4892,E4375,N,Boat,1981,1981,4,9.5,1981,1,NA,0.166666667,NA,2nd
4893,E4376,N,Shore,1981,1981,4,10.75,1981,1,NA,NA,NA,2nd
4894,E4377,N,Boat,1981,1981,6,5.5,1981,1,365.76,NA,NA,1st
4895,E4378,N,Shore,1981,1981,6,9,1981,0,NA,NA,NA,2nd
4896,E4379,N,NK,1981,1981,8,15.25,1981,3,182.88,NA,NA,2nd
4897,E4380,N,NK,1983,1983,2,NA,1983,NA,NA,NA,NA,2nd
4898,E4381,N,Boat,1983,1983,3,12,1983,1,182.88,NA,NA,1st
4899,E4382,N,Shore,1983,1983,4,11,1983,1,NA,0.066666667,NA,2nd
4900,E4383,Y,Boat,1983,1983,5,9.75,1983,NA,91.44,NA,NA,2nd
4901,E4384,N,Shore,1983,1983,5,16.5,1983,3,NA,NA,NA,2nd
4902,E4385,N,Shore,1983,1983,6,15.75,1983,1,NA,0.066666667,3.048,2nd
4903,E4386,N,Boat,1983,1983,7,13.33,1983,0,NA,0.058333333,NA,2nd
4904,E4387,Y,Boat,1983,1983,7,10.75,1983,1,182.88,0.083333333,NA,2nd
4905,E4388,N,Shore,1983,1983,8,15.83,1983,3,NA,NA,NA,2nd
4906,E4389,N,Shore,1983,1983,8,18,1983,0,73.152,NA,NA,2nd
4907,E4390,N,Shore,1983,1983,10,NA,1983,1,NA,NA,NA,2nd
4908,E4391,N,Shore,1983,1983,11,9,1983,NA,NA,NA,NA,2nd
4909,E4392,N,Shore,1983,1983,11,12,1983,0,NA,NA,NA,2nd
4910,E4393,N,Boat,1979,1979,9,NA,1979,NA,NA,NA,NA,2nd
4911,E4394,N,Shore,1979,1979,9,NA,1980,NA,NA,NA,5.7912,2nd
4912,E4395,N,Boat,1979,1979,9,NA,1980,5,91.44,NA,NA,2nd
4913,E4396,Y,Boat,1952/1953,1952,NA,NA,1980,NA,NA,NA,NA,2nd
4914,E4397,Y,Shore,Early 1950s,1952,NA,NA,1980,NA,NA,NA,NA,2nd
4915,E4398,Y,NK,1973,1973,10,NA,1973,1,804.672,NA,NA,2nd
4916,E4399 ,Y,NK,1952,1952,NA,NA,1977,NA,NA,NA,NA,2nd
4917,E4400,Y,NK,1977,1977,8,NA,1977,NA,NA,NA,NA,2nd
4918,E4401,N,Shore,2015,2015,3,13.5,2015,NA,NA,NA,NA,1st
4920,E4402,N,Shore,c. 1985,1985,NA,NA,2015,NA,NA,NA,NA,1st
4925,E4403,N,Shore,2015,2015,9,12.75,2016,NA,NA,0.108333333,5.334,1st
4921,E4404,N,NK,2015,2015,8,15.5,2015,1,NA,NA,NA,2nd
4923,E4406,N,Shore,2015,2015,4,12.25,2015,NA,NA,NA,NA,2nd
4924,E4407,N,Shore,2015,2015,4,12.5,2015,NA,NA,NA,NA,2nd
4926,E4408,N,NK,2014,2014,11,NA,2015,NA,NA,NA,NA,2nd
4927,E4409,N,Shore,2014,2014,5,8.5,2014,NA,NA,1,NA,2nd
4928,E4410,N,Shore,2000,2000,7,NA,2015,NA,NA,NA,NA,1st
4929,E4411,N,Shore,2001,2001,NA,NA,2015,NA,NA,NA,NA,1st
4931,E4412,N,Shore,1979,1979,7,10.5,NA,1,250,NA,NA,1st
4932,E4413,N,Shore,1993,1993,7,7.5,1993,NA,0,15,NA,1st
4933,E4414,N,NK,1993,1993,NA,NA,1993,NA,NA,NA,NA,2nd
4976,E4445,N,NK,1952,1952,8,14,1952,NA,NA,NA,NA,2nd
